sample_id,population,percentage,condition,treatment,sample_type,response
sample08560,nk_cell,13.32,melanoma,miraclib,PBMC,no
sample08561,b_cell,9.73,melanoma,miraclib,PBMC,no
sample08561,cd4_t_cell,33.37,melanoma,miraclib,PBMC,no
sample08561,cd8_t_cell,20.92,melanoma,miraclib,PBMC,no
sample08561,monocyte,22.13,melanoma,miraclib,PBMC,no
sample08561,nk_cell,13.85,melanoma,miraclib,PBMC,no
sample08568,b_cell,10.78,melanoma,miraclib,PBMC,yes
sample08568,cd4_t_cell,24.03,melanoma,miraclib,PBMC,yes
sample08568,cd8_t_cell,19.92,melanoma,miraclib,PBMC,yes
sample08568,monocyte,21.79,melanoma,miraclib,PBMC,yes
sample08568,nk_cell,23.48,melanoma,miraclib,PBMC,yes
sample08569,b_cell,5.4,melanoma,miraclib,PBMC,yes
sample08569,cd4_t_cell,35.47,melanoma,miraclib,PBMC,yes
sample08569,cd8_t_cell,18.71,melanoma,miraclib,PBMC,yes
sample08569,monocyte,21.84,melanoma,miraclib,PBMC,yes
sample08569,nk_cell,18.58,melanoma,miraclib,PBMC,yes
sample08570,b_cell,10.2,melanoma,miraclib,PBMC,yes
sample08570,cd4_t_cell,32.28,melanoma,miraclib,PBMC,yes
sample08570,cd8_t_cell,34.18,melanoma,miraclib,PBMC,yes
sample08570,monocyte,15.26,melanoma,miraclib,PBMC,yes
sample08570,nk_cell,8.08,melanoma,miraclib,PBMC,yes
sample08583,b_cell,10.49,melanoma,miraclib,PBMC,yes
sample08583,cd4_t_cell,28.11,melanoma,miraclib,PBMC,yes
sample08583,cd8_t_cell,27.79,melanoma,miraclib,PBMC,yes
sample08583,monocyte,17.07,melanoma,miraclib,PBMC,yes
sample08583,nk_cell,16.53,melanoma,miraclib,PBMC,yes
sample08584,b_cell,6.69,melanoma,miraclib,PBMC,yes
sample08584,cd4_t_cell,31.81,melanoma,miraclib,PBMC,yes
sample08584,cd8_t_cell,18.45,melanoma,miraclib,PBMC,yes
sample08584,monocyte,32.79,melanoma,miraclib,PBMC,yes
sample08584,nk_cell,10.26,melanoma,miraclib,PBMC,yes
sample08585,b_cell,9.29,melanoma,miraclib,PBMC,yes
sample08585,cd4_t_cell,32.18,melanoma,miraclib,PBMC,yes
sample08585,cd8_t_cell,28.52,melanoma,miraclib,PBMC,yes
sample08585,monocyte,20.88,melanoma,miraclib,PBMC,yes
sample08585,nk_cell,9.14,melanoma,miraclib,PBMC,yes
sample08589,b_cell,13.77,melanoma,miraclib,PBMC,no
sample08589,cd4_t_cell,27.01,melanoma,miraclib,PBMC,no
sample08589,cd8_t_cell,21.19,melanoma,miraclib,PBMC,no
sample08589,monocyte,22.16,melanoma,miraclib,PBMC,no
sample08589,nk_cell,15.87,melanoma,miraclib,PBMC,no
sample08590,b_cell,13.11,melanoma,miraclib,PBMC,no
sample08590,cd4_t_cell,28.27,melanoma,miraclib,PBMC,no
sample08590,cd8_t_cell,20.98,melanoma,miraclib,PBMC,no
sample08590,monocyte,20.67,melanoma,miraclib,PBMC,no
sample08590,nk_cell,16.97,melanoma,miraclib,PBMC,no
sample08591,b_cell,14.19,melanoma,miraclib,PBMC,no
sample08591,cd4_t_cell,26.83,melanoma,miraclib,PBMC,no
sample08591,cd8_t_cell,24.56,melanoma,miraclib,PBMC,no
sample08591,monocyte,23.29,melanoma,miraclib,PBMC,no
sample08591,nk_cell,11.13,melanoma,miraclib,PBMC,no
sample08595,b_cell,11.36,melanoma,miraclib,PBMC,yes
sample08595,cd4_t_cell,24.01,melanoma,miraclib,PBMC,yes
sample08595,cd8_t_cell,24.72,melanoma,miraclib,PBMC,yes
sample08595,monocyte,19.91,melanoma,miraclib,PBMC,yes
sample08595,nk_cell,20.0,melanoma,miraclib,PBMC,yes
sample08596,b_cell,14.43,melanoma,miraclib,PBMC,yes
sample08596,cd4_t_cell,26.73,melanoma,miraclib,PBMC,yes
sample08596,cd8_t_cell,24.28,melanoma,miraclib,PBMC,yes
sample08596,monocyte,17.88,melanoma,miraclib,PBMC,yes
sample08596,nk_cell,16.68,melanoma,miraclib,PBMC,yes
sample08597,b_cell,13.67,melanoma,miraclib,PBMC,yes
sample08597,cd4_t_cell,25.08,melanoma,miraclib,PBMC,yes
sample08597,cd8_t_cell,31.3,melanoma,miraclib,PBMC,yes
sample08597,monocyte,21.2,melanoma,miraclib,PBMC,yes
sample08597,nk_cell,8.74,melanoma,miraclib,PBMC,yes
sample08610,b_cell,10.93,melanoma,miraclib,PBMC,yes
sample08610,cd4_t_cell,36.6,melanoma,miraclib,PBMC,yes
sample08610,cd8_t_cell,21.54,melanoma,miraclib,PBMC,yes
sample08610,monocyte,17.8,melanoma,miraclib,PBMC,yes
sample08610,nk_cell,13.13,melanoma,miraclib,PBMC,yes
sample08611,b_cell,7.18,melanoma,miraclib,PBMC,yes
sample08611,cd4_t_cell,30.99,melanoma,miraclib,PBMC,yes
sample08611,cd8_t_cell,19.6,melanoma,miraclib,PBMC,yes
sample08611,monocyte,24.94,melanoma,miraclib,PBMC,yes
sample08611,nk_cell,17.3,melanoma,miraclib,PBMC,yes
sample08612,b_cell,9.73,melanoma,miraclib,PBMC,yes
sample08612,cd4_t_cell,35.11,melanoma,miraclib,PBMC,yes
sample08612,cd8_t_cell,32.05,melanoma,miraclib,PBMC,yes
sample08612,monocyte,14.51,melanoma,miraclib,PBMC,yes
sample08612,nk_cell,8.59,melanoma,miraclib,PBMC,yes
sample08637,b_cell,13.44,melanoma,miraclib,PBMC,no
sample08637,cd4_t_cell,31.24,melanoma,miraclib,PBMC,no
sample08637,cd8_t_cell,16.32,melanoma,miraclib,PBMC,no
sample08637,monocyte,18.37,melanoma,miraclib,PBMC,no
sample08637,nk_cell,20.64,melanoma,miraclib,PBMC,no
sample08638,b_cell,10.41,melanoma,miraclib,PBMC,no
sample08638,cd4_t_cell,23.7,melanoma,miraclib,PBMC,no
sample08638,cd8_t_cell,24.75,melanoma,miraclib,PBMC,no
sample08638,monocyte,17.84,melanoma,miraclib,PBMC,no
sample08638,nk_cell,23.3,melanoma,miraclib,PBMC,no
sample08639,b_cell,12.96,melanoma,miraclib,PBMC,no
sample08639,cd4_t_cell,33.48,melanoma,miraclib,PBMC,no
sample08639,cd8_t_cell,27.01,melanoma,miraclib,PBMC,no
sample08639,monocyte,16.37,melanoma,miraclib,PBMC,no
sample08639,nk_cell,10.18,melanoma,miraclib,PBMC,no
sample08655,b_cell,11.03,melanoma,miraclib,PBMC,yes
sample08655,cd4_t_cell,28.74,melanoma,miraclib,PBMC,yes
sample08655,cd8_t_cell,19.49,melanoma,miraclib,PBMC,yes
sample08655,monocyte,27.06,melanoma,miraclib,PBMC,yes
sample08655,nk_cell,13.68,melanoma,miraclib,PBMC,yes
sample08656,b_cell,8.98,melanoma,miraclib,PBMC,yes
sample08656,cd4_t_cell,29.32,melanoma,miraclib,PBMC,yes
sample08656,cd8_t_cell,31.0,melanoma,miraclib,PBMC,yes
sample08656,monocyte,19.74,melanoma,miraclib,PBMC,yes
sample08656,nk_cell,10.96,melanoma,miraclib,PBMC,yes
sample08657,b_cell,10.42,melanoma,miraclib,PBMC,yes
sample08657,cd4_t_cell,33.14,melanoma,miraclib,PBMC,yes
sample08657,cd8_t_cell,18.07,melanoma,miraclib,PBMC,yes
sample08657,monocyte,21.43,melanoma,miraclib,PBMC,yes
sample08657,nk_cell,16.93,melanoma,miraclib,PBMC,yes
sample08661,b_cell,12.67,melanoma,miraclib,PBMC,no
sample08661,cd4_t_cell,31.44,melanoma,miraclib,PBMC,no
sample08661,cd8_t_cell,22.95,melanoma,miraclib,PBMC,no
sample08661,monocyte,24.64,melanoma,miraclib,PBMC,no
sample08661,nk_cell,8.29,melanoma,miraclib,PBMC,no
sample08662,b_cell,10.61,melanoma,miraclib,PBMC,no
sample08662,cd4_t_cell,26.61,melanoma,miraclib,PBMC,no
sample08662,cd8_t_cell,31.88,melanoma,miraclib,PBMC,no
sample08662,monocyte,16.84,melanoma,miraclib,PBMC,no
sample08662,nk_cell,14.06,melanoma,miraclib,PBMC,no
sample08663,b_cell,8.22,melanoma,miraclib,PBMC,no
sample08663,cd4_t_cell,31.22,melanoma,miraclib,PBMC,no
sample08663,cd8_t_cell,30.61,melanoma,miraclib,PBMC,no
sample08663,monocyte,14.74,melanoma,miraclib,PBMC,no
sample08663,nk_cell,15.21,melanoma,miraclib,PBMC,no
sample08664,b_cell,9.74,melanoma,miraclib,PBMC,no
sample08664,cd4_t_cell,31.67,melanoma,miraclib,PBMC,no
sample08664,cd8_t_cell,24.87,melanoma,miraclib,PBMC,no
sample08664,monocyte,16.79,melanoma,miraclib,PBMC,no
sample08664,nk_cell,16.92,melanoma,miraclib,PBMC,no
sample08665,b_cell,16.68,melanoma,miraclib,PBMC,no
sample08665,cd4_t_cell,28.43,melanoma,miraclib,PBMC,no
sample08665,cd8_t_cell,21.19,melanoma,miraclib,PBMC,no
sample08665,monocyte,21.64,melanoma,miraclib,PBMC,no
sample08665,nk_cell,12.06,melanoma,miraclib,PBMC,no
sample08666,b_cell,9.08,melanoma,miraclib,PBMC,no
sample08666,cd4_t_cell,34.12,melanoma,miraclib,PBMC,no
sample08666,cd8_t_cell,16.58,melanoma,miraclib,PBMC,no
sample08666,monocyte,23.26,melanoma,miraclib,PBMC,no
sample08666,nk_cell,16.96,melanoma,miraclib,PBMC,no
sample08685,b_cell,8.18,melanoma,miraclib,PBMC,yes
sample08685,cd4_t_cell,23.17,melanoma,miraclib,PBMC,yes
sample08685,cd8_t_cell,27.43,melanoma,miraclib,PBMC,yes
sample08685,monocyte,26.24,melanoma,miraclib,PBMC,yes
sample08685,nk_cell,14.97,melanoma,miraclib,PBMC,yes
sample08686,b_cell,8.33,melanoma,miraclib,PBMC,yes
sample08686,cd4_t_cell,30.02,melanoma,miraclib,PBMC,yes
sample08686,cd8_t_cell,31.91,melanoma,miraclib,PBMC,yes
sample08686,monocyte,19.9,melanoma,miraclib,PBMC,yes
sample08686,nk_cell,9.83,melanoma,miraclib,PBMC,yes
sample08687,b_cell,3.25,melanoma,miraclib,PBMC,yes
sample08687,cd4_t_cell,26.0,melanoma,miraclib,PBMC,yes
sample08687,cd8_t_cell,35.46,melanoma,miraclib,PBMC,yes
sample08687,monocyte,19.76,melanoma,miraclib,PBMC,yes
sample08687,nk_cell,15.53,melanoma,miraclib,PBMC,yes
sample08706,b_cell,10.55,melanoma,miraclib,PBMC,yes
sample08706,cd4_t_cell,34.97,melanoma,miraclib,PBMC,yes
sample08706,cd8_t_cell,25.29,melanoma,miraclib,PBMC,yes
sample08706,monocyte,15.57,melanoma,miraclib,PBMC,yes
sample08706,nk_cell,13.62,melanoma,miraclib,PBMC,yes
sample08707,b_cell,5.19,melanoma,miraclib,PBMC,yes
sample08707,cd4_t_cell,32.13,melanoma,miraclib,PBMC,yes
sample08707,cd8_t_cell,22.24,melanoma,miraclib,PBMC,yes
sample08707,monocyte,19.41,melanoma,miraclib,PBMC,yes
sample08707,nk_cell,21.03,melanoma,miraclib,PBMC,yes
sample08708,b_cell,7.05,melanoma,miraclib,PBMC,yes
sample08708,cd4_t_cell,29.8,melanoma,miraclib,PBMC,yes
sample08708,cd8_t_cell,27.37,melanoma,miraclib,PBMC,yes
sample08708,monocyte,19.12,melanoma,miraclib,PBMC,yes
sample08708,nk_cell,16.65,melanoma,miraclib,PBMC,yes
sample08712,b_cell,11.32,melanoma,miraclib,PBMC,no
sample08712,cd4_t_cell,24.05,melanoma,miraclib,PBMC,no
sample08712,cd8_t_cell,30.98,melanoma,miraclib,PBMC,no
sample08712,monocyte,16.39,melanoma,miraclib,PBMC,no
sample08712,nk_cell,17.26,melanoma,miraclib,PBMC,no
sample08713,b_cell,12.92,melanoma,miraclib,PBMC,no
sample08713,cd4_t_cell,30.81,melanoma,miraclib,PBMC,no
sample08713,cd8_t_cell,27.13,melanoma,miraclib,PBMC,no
sample08713,monocyte,16.35,melanoma,miraclib,PBMC,no
sample08713,nk_cell,12.79,melanoma,miraclib,PBMC,no
sample08714,b_cell,11.94,melanoma,miraclib,PBMC,no
sample08714,cd4_t_cell,35.01,melanoma,miraclib,PBMC,no
sample08714,cd8_t_cell,25.77,melanoma,miraclib,PBMC,no
sample08714,monocyte,14.21,melanoma,miraclib,PBMC,no
sample08714,nk_cell,13.08,melanoma,miraclib,PBMC,no
sample08718,b_cell,14.32,melanoma,miraclib,PBMC,yes
sample08718,cd4_t_cell,35.19,melanoma,miraclib,PBMC,yes
sample08718,cd8_t_cell,23.13,melanoma,miraclib,PBMC,yes
sample08718,monocyte,13.72,melanoma,miraclib,PBMC,yes
sample08718,nk_cell,13.64,melanoma,miraclib,PBMC,yes
sample08719,b_cell,6.4,melanoma,miraclib,PBMC,yes
sample08719,cd4_t_cell,40.17,melanoma,miraclib,PBMC,yes
sample08719,cd8_t_cell,30.31,melanoma,miraclib,PBMC,yes
sample08719,monocyte,16.45,melanoma,miraclib,PBMC,yes
sample08719,nk_cell,6.66,melanoma,miraclib,PBMC,yes
sample08720,b_cell,5.06,melanoma,miraclib,PBMC,yes
sample08720,cd4_t_cell,45.4,melanoma,miraclib,PBMC,yes
sample08720,cd8_t_cell,18.59,melanoma,miraclib,PBMC,yes
sample08720,monocyte,21.65,melanoma,miraclib,PBMC,yes
sample08720,nk_cell,9.31,melanoma,miraclib,PBMC,yes
sample08724,b_cell,7.91,melanoma,miraclib,PBMC,yes
sample08724,cd4_t_cell,23.93,melanoma,miraclib,PBMC,yes
sample08724,cd8_t_cell,22.15,melanoma,miraclib,PBMC,yes
sample08724,monocyte,27.25,melanoma,miraclib,PBMC,yes
sample08724,nk_cell,18.76,melanoma,miraclib,PBMC,yes
sample08725,b_cell,11.69,melanoma,miraclib,PBMC,yes
sample08725,cd4_t_cell,29.05,melanoma,miraclib,PBMC,yes
sample08725,cd8_t_cell,26.88,melanoma,miraclib,PBMC,yes
sample08725,monocyte,18.45,melanoma,miraclib,PBMC,yes
sample08725,nk_cell,13.93,melanoma,miraclib,PBMC,yes
sample08726,b_cell,7.94,melanoma,miraclib,PBMC,yes
sample08726,cd4_t_cell,32.75,melanoma,miraclib,PBMC,yes
sample08726,cd8_t_cell,26.4,melanoma,miraclib,PBMC,yes
sample08726,monocyte,25.09,melanoma,miraclib,PBMC,yes
sample08726,nk_cell,7.82,melanoma,miraclib,PBMC,yes
sample08730,b_cell,13.21,melanoma,miraclib,PBMC,no
sample08730,cd4_t_cell,30.13,melanoma,miraclib,PBMC,no
sample08730,cd8_t_cell,22.61,melanoma,miraclib,PBMC,no
sample08730,monocyte,19.3,melanoma,miraclib,PBMC,no
sample08730,nk_cell,14.75,melanoma,miraclib,PBMC,no
sample08731,b_cell,13.35,melanoma,miraclib,PBMC,no
sample08731,cd4_t_cell,28.91,melanoma,miraclib,PBMC,no
sample08731,cd8_t_cell,30.04,melanoma,miraclib,PBMC,no
sample08731,monocyte,17.97,melanoma,miraclib,PBMC,no
sample08731,nk_cell,9.73,melanoma,miraclib,PBMC,no
sample08732,b_cell,7.67,melanoma,miraclib,PBMC,no
sample08732,cd4_t_cell,31.02,melanoma,miraclib,PBMC,no
sample08732,cd8_t_cell,24.99,melanoma,miraclib,PBMC,no
sample08732,monocyte,15.31,melanoma,miraclib,PBMC,no
sample08732,nk_cell,21.01,melanoma,miraclib,PBMC,no
sample08751,b_cell,3.93,melanoma,miraclib,PBMC,no
sample08751,cd4_t_cell,34.88,melanoma,miraclib,PBMC,no
sample08751,cd8_t_cell,26.42,melanoma,miraclib,PBMC,no
sample08751,monocyte,22.19,melanoma,miraclib,PBMC,no
sample08751,nk_cell,12.58,melanoma,miraclib,PBMC,no
sample08752,b_cell,10.7,melanoma,miraclib,PBMC,no
sample08752,cd4_t_cell,31.34,melanoma,miraclib,PBMC,no
sample08752,cd8_t_cell,23.28,melanoma,miraclib,PBMC,no
sample08752,monocyte,23.1,melanoma,miraclib,PBMC,no
sample08752,nk_cell,11.58,melanoma,miraclib,PBMC,no
sample08753,b_cell,6.79,melanoma,miraclib,PBMC,no
sample08753,cd4_t_cell,29.09,melanoma,miraclib,PBMC,no
sample08753,cd8_t_cell,31.57,melanoma,miraclib,PBMC,no
sample08753,monocyte,13.24,melanoma,miraclib,PBMC,no
sample08753,nk_cell,19.31,melanoma,miraclib,PBMC,no
sample08763,b_cell,12.31,melanoma,miraclib,PBMC,no
sample08763,cd4_t_cell,34.84,melanoma,miraclib,PBMC,no
sample08763,cd8_t_cell,21.59,melanoma,miraclib,PBMC,no
sample08763,monocyte,22.05,melanoma,miraclib,PBMC,no
sample08763,nk_cell,9.21,melanoma,miraclib,PBMC,no
sample08764,b_cell,12.76,melanoma,miraclib,PBMC,no
sample08764,cd4_t_cell,31.16,melanoma,miraclib,PBMC,no
sample08764,cd8_t_cell,26.26,melanoma,miraclib,PBMC,no
sample08764,monocyte,17.86,melanoma,miraclib,PBMC,no
sample08764,nk_cell,11.97,melanoma,miraclib,PBMC,no
sample08765,b_cell,14.59,melanoma,miraclib,PBMC,no
sample08765,cd4_t_cell,33.58,melanoma,miraclib,PBMC,no
sample08765,cd8_t_cell,27.59,melanoma,miraclib,PBMC,no
sample08765,monocyte,16.94,melanoma,miraclib,PBMC,no
sample08765,nk_cell,7.3,melanoma,miraclib,PBMC,no
sample08769,b_cell,9.68,melanoma,miraclib,PBMC,yes
sample08769,cd4_t_cell,33.57,melanoma,miraclib,PBMC,yes
sample08769,cd8_t_cell,20.29,melanoma,miraclib,PBMC,yes
sample08769,monocyte,23.06,melanoma,miraclib,PBMC,yes
sample08769,nk_cell,13.41,melanoma,miraclib,PBMC,yes
sample08770,b_cell,6.11,melanoma,miraclib,PBMC,yes
sample08770,cd4_t_cell,32.46,melanoma,miraclib,PBMC,yes
sample08770,cd8_t_cell,26.35,melanoma,miraclib,PBMC,yes
sample08770,monocyte,26.97,melanoma,miraclib,PBMC,yes
sample08770,nk_cell,8.1,melanoma,miraclib,PBMC,yes
sample08771,b_cell,9.46,melanoma,miraclib,PBMC,yes
sample08771,cd4_t_cell,33.28,melanoma,miraclib,PBMC,yes
sample08771,cd8_t_cell,19.45,melanoma,miraclib,PBMC,yes
sample08771,monocyte,23.01,melanoma,miraclib,PBMC,yes
sample08771,nk_cell,14.8,melanoma,miraclib,PBMC,yes
sample08781,b_cell,6.75,melanoma,miraclib,PBMC,yes
sample08781,cd4_t_cell,36.38,melanoma,miraclib,PBMC,yes
sample08781,cd8_t_cell,30.11,melanoma,miraclib,PBMC,yes
sample08781,monocyte,18.87,melanoma,miraclib,PBMC,yes
sample08781,nk_cell,7.89,melanoma,miraclib,PBMC,yes
sample08782,b_cell,7.16,melanoma,miraclib,PBMC,yes
sample08782,cd4_t_cell,32.47,melanoma,miraclib,PBMC,yes
sample08782,cd8_t_cell,29.71,melanoma,miraclib,PBMC,yes
sample08782,monocyte,17.38,melanoma,miraclib,PBMC,yes
sample08782,nk_cell,13.28,melanoma,miraclib,PBMC,yes
sample08783,b_cell,6.45,melanoma,miraclib,PBMC,yes
sample08783,cd4_t_cell,32.38,melanoma,miraclib,PBMC,yes
sample08783,cd8_t_cell,28.01,melanoma,miraclib,PBMC,yes
sample08783,monocyte,16.71,melanoma,miraclib,PBMC,yes
sample08783,nk_cell,16.44,melanoma,miraclib,PBMC,yes
sample08805,b_cell,7.27,melanoma,miraclib,PBMC,no
sample08805,cd4_t_cell,26.7,melanoma,miraclib,PBMC,no
sample08805,cd8_t_cell,28.84,melanoma,miraclib,PBMC,no
sample08805,monocyte,22.56,melanoma,miraclib,PBMC,no
sample08805,nk_cell,14.63,melanoma,miraclib,PBMC,no
sample08806,b_cell,8.69,melanoma,miraclib,PBMC,no
sample08806,cd4_t_cell,27.69,melanoma,miraclib,PBMC,no
sample08806,cd8_t_cell,20.88,melanoma,miraclib,PBMC,no
sample08806,monocyte,25.3,melanoma,miraclib,PBMC,no
sample08806,nk_cell,17.45,melanoma,miraclib,PBMC,no
sample08807,b_cell,10.01,melanoma,miraclib,PBMC,no
sample08807,cd4_t_cell,37.05,melanoma,miraclib,PBMC,no
sample08807,cd8_t_cell,21.26,melanoma,miraclib,PBMC,no
sample08807,monocyte,20.99,melanoma,miraclib,PBMC,no
sample08807,nk_cell,10.69,melanoma,miraclib,PBMC,no
sample08829,b_cell,20.18,melanoma,miraclib,PBMC,yes
sample08829,cd4_t_cell,24.75,melanoma,miraclib,PBMC,yes
sample08829,cd8_t_cell,20.98,melanoma,miraclib,PBMC,yes
sample08829,monocyte,15.77,melanoma,miraclib,PBMC,yes
sample08829,nk_cell,18.31,melanoma,miraclib,PBMC,yes
sample08830,b_cell,7.12,melanoma,miraclib,PBMC,yes
sample08830,cd4_t_cell,32.83,melanoma,miraclib,PBMC,yes
sample08830,cd8_t_cell,16.56,melanoma,miraclib,PBMC,yes
sample08830,monocyte,26.23,melanoma,miraclib,PBMC,yes
sample08830,nk_cell,17.25,melanoma,miraclib,PBMC,yes
sample08831,b_cell,6.4,melanoma,miraclib,PBMC,yes
sample08831,cd4_t_cell,30.69,melanoma,miraclib,PBMC,yes
sample08831,cd8_t_cell,25.12,melanoma,miraclib,PBMC,yes
sample08831,monocyte,18.84,melanoma,miraclib,PBMC,yes
sample08831,nk_cell,18.95,melanoma,miraclib,PBMC,yes
sample08832,b_cell,10.7,melanoma,miraclib,PBMC,yes
sample08832,cd4_t_cell,22.73,melanoma,miraclib,PBMC,yes
sample08832,cd8_t_cell,28.41,melanoma,miraclib,PBMC,yes
sample08832,monocyte,26.31,melanoma,miraclib,PBMC,yes
sample08832,nk_cell,11.85,melanoma,miraclib,PBMC,yes
sample08833,b_cell,12.56,melanoma,miraclib,PBMC,yes
sample08833,cd4_t_cell,36.93,melanoma,miraclib,PBMC,yes
sample08833,cd8_t_cell,20.25,melanoma,miraclib,PBMC,yes
sample08833,monocyte,15.25,melanoma,miraclib,PBMC,yes
sample08833,nk_cell,15.02,melanoma,miraclib,PBMC,yes
sample08834,b_cell,7.95,melanoma,miraclib,PBMC,yes
sample08834,cd4_t_cell,30.12,melanoma,miraclib,PBMC,yes
sample08834,cd8_t_cell,27.03,melanoma,miraclib,PBMC,yes
sample08834,monocyte,17.82,melanoma,miraclib,PBMC,yes
sample08834,nk_cell,17.08,melanoma,miraclib,PBMC,yes
sample08853,b_cell,6.89,melanoma,miraclib,PBMC,yes
sample08853,cd4_t_cell,15.91,melanoma,miraclib,PBMC,yes
sample08853,cd8_t_cell,32.26,melanoma,miraclib,PBMC,yes
sample08853,monocyte,20.11,melanoma,miraclib,PBMC,yes
sample08853,nk_cell,24.83,melanoma,miraclib,PBMC,yes
sample08854,b_cell,14.27,melanoma,miraclib,PBMC,yes
sample08854,cd4_t_cell,32.04,melanoma,miraclib,PBMC,yes
sample08854,cd8_t_cell,28.29,melanoma,miraclib,PBMC,yes
sample08854,monocyte,15.1,melanoma,miraclib,PBMC,yes
sample08854,nk_cell,10.31,melanoma,miraclib,PBMC,yes
sample08855,b_cell,15.28,melanoma,miraclib,PBMC,yes
sample08855,cd4_t_cell,32.49,melanoma,miraclib,PBMC,yes
sample08855,cd8_t_cell,26.9,melanoma,miraclib,PBMC,yes
sample08855,monocyte,16.77,melanoma,miraclib,PBMC,yes
sample08855,nk_cell,8.55,melanoma,miraclib,PBMC,yes
sample08856,b_cell,10.35,melanoma,miraclib,PBMC,yes
sample08856,cd4_t_cell,27.48,melanoma,miraclib,PBMC,yes
sample08856,cd8_t_cell,23.03,melanoma,miraclib,PBMC,yes
sample08856,monocyte,23.94,melanoma,miraclib,PBMC,yes
sample08856,nk_cell,15.21,melanoma,miraclib,PBMC,yes
sample08857,b_cell,8.94,melanoma,miraclib,PBMC,yes
sample08857,cd4_t_cell,34.5,melanoma,miraclib,PBMC,yes
sample08857,cd8_t_cell,28.94,melanoma,miraclib,PBMC,yes
sample08857,monocyte,12.43,melanoma,miraclib,PBMC,yes
sample08857,nk_cell,15.19,melanoma,miraclib,PBMC,yes
sample08858,b_cell,6.15,melanoma,miraclib,PBMC,yes
sample08858,cd4_t_cell,36.62,melanoma,miraclib,PBMC,yes
sample08858,cd8_t_cell,30.03,melanoma,miraclib,PBMC,yes
sample08858,monocyte,14.97,melanoma,miraclib,PBMC,yes
sample08858,nk_cell,12.24,melanoma,miraclib,PBMC,yes
sample08874,b_cell,8.11,melanoma,miraclib,PBMC,no
sample08874,cd4_t_cell,27.74,melanoma,miraclib,PBMC,no
sample08874,cd8_t_cell,26.87,melanoma,miraclib,PBMC,no
sample08874,monocyte,21.68,melanoma,miraclib,PBMC,no
sample08874,nk_cell,15.59,melanoma,miraclib,PBMC,no
sample08875,b_cell,9.03,melanoma,miraclib,PBMC,no
sample08875,cd4_t_cell,37.74,melanoma,miraclib,PBMC,no
sample08875,cd8_t_cell,22.78,melanoma,miraclib,PBMC,no
sample08875,monocyte,16.97,melanoma,miraclib,PBMC,no
sample08875,nk_cell,13.47,melanoma,miraclib,PBMC,no
sample08876,b_cell,5.6,melanoma,miraclib,PBMC,no
sample08876,cd4_t_cell,27.5,melanoma,miraclib,PBMC,no
sample08876,cd8_t_cell,23.78,melanoma,miraclib,PBMC,no
sample08876,monocyte,30.01,melanoma,miraclib,PBMC,no
sample08876,nk_cell,13.1,melanoma,miraclib,PBMC,no
sample08895,b_cell,10.06,melanoma,miraclib,PBMC,yes
sample08895,cd4_t_cell,24.81,melanoma,miraclib,PBMC,yes
sample08895,cd8_t_cell,27.44,melanoma,miraclib,PBMC,yes
sample08895,monocyte,26.57,melanoma,miraclib,PBMC,yes
sample08895,nk_cell,11.12,melanoma,miraclib,PBMC,yes
sample08896,b_cell,6.82,melanoma,miraclib,PBMC,yes
sample08896,cd4_t_cell,23.81,melanoma,miraclib,PBMC,yes
sample08896,cd8_t_cell,30.06,melanoma,miraclib,PBMC,yes
sample08896,monocyte,26.42,melanoma,miraclib,PBMC,yes
sample08896,nk_cell,12.89,melanoma,miraclib,PBMC,yes
sample08897,b_cell,7.23,melanoma,miraclib,PBMC,yes
sample08897,cd4_t_cell,39.52,melanoma,miraclib,PBMC,yes
sample08897,cd8_t_cell,20.95,melanoma,miraclib,PBMC,yes
sample08897,monocyte,20.61,melanoma,miraclib,PBMC,yes
sample08897,nk_cell,11.69,melanoma,miraclib,PBMC,yes
sample08913,b_cell,7.99,melanoma,miraclib,PBMC,yes
sample08913,cd4_t_cell,31.29,melanoma,miraclib,PBMC,yes
sample08913,cd8_t_cell,29.54,melanoma,miraclib,PBMC,yes
sample08913,monocyte,15.75,melanoma,miraclib,PBMC,yes
sample08913,nk_cell,15.42,melanoma,miraclib,PBMC,yes
sample08914,b_cell,9.72,melanoma,miraclib,PBMC,yes
sample08914,cd4_t_cell,26.59,melanoma,miraclib,PBMC,yes
sample08914,cd8_t_cell,27.06,melanoma,miraclib,PBMC,yes
sample08914,monocyte,22.89,melanoma,miraclib,PBMC,yes
sample08914,nk_cell,13.73,melanoma,miraclib,PBMC,yes
sample08915,b_cell,16.53,melanoma,miraclib,PBMC,yes
sample08915,cd4_t_cell,31.92,melanoma,miraclib,PBMC,yes
sample08915,cd8_t_cell,23.26,melanoma,miraclib,PBMC,yes
sample08915,monocyte,18.28,melanoma,miraclib,PBMC,yes
sample08915,nk_cell,10.01,melanoma,miraclib,PBMC,yes
sample08919,b_cell,9.11,melanoma,miraclib,PBMC,no
sample08919,cd4_t_cell,31.15,melanoma,miraclib,PBMC,no
sample08919,cd8_t_cell,22.1,melanoma,miraclib,PBMC,no
sample08919,monocyte,21.03,melanoma,miraclib,PBMC,no
sample08919,nk_cell,16.62,melanoma,miraclib,PBMC,no
sample08920,b_cell,5.75,melanoma,miraclib,PBMC,no
sample08920,cd4_t_cell,29.83,melanoma,miraclib,PBMC,no
